Key,Value
NOTES,"{(1036, 26), (739, 1), (1022, 26)}"
NOTEWORTHY,"{(1083, 131)}"
NOTHING,"{(894, 23), (47, 104), (345, 29), (714, 22), (503, 64), (819, 171), (1156, 62)}"
NOTICE,"{(1151, 175)}"
NOTICEABLE,"{(294, 44)}"
NOTICEABLY,"{(448, 88)}"
NOTICED,"{(37, 128), (294, 8), (776, 174), (280, 66)}"
NOTING,"{(838, 103)}"
NOTION,"{(279, 110)}"
NOTSOFATAL,"{(135, 3)}"
NOTWITHSTANDING,"{(1235, 94)}"
NOVEL,"{(1027, 12), (1008, 21)}"
NOVO,"{(260, 234), (453, 165)}"
NOW,"{(879, 184), (1041, 78), (971, 35), (1035, 108), (379, 102), (774, 15), (1145, 80), (14, 147), (281, 146), (866, 104), (941, 79), (118, 76), (1152, 107), (615, 122), (973, 41), (1182, 47), (367, 292), (1000, 18), (90, 56), (117, 55), (392, 49), (331, 36), (403, 58), (291, 9), (552, 10), (484, 86), (110, 58), (767, 124), (551, 36), (270, 175), (1089, 126), (88, 49), (439, 81), (949, 33), (104, 283), (451, 168), (592, 61), (263, 267), (824, 84), (69, 26), (251, 24), (512, 31)}"
NOWADAYS,"{(216, 102), (377, 119), (980, 12)}"
NS,"{(375, 181), (375, 167)}"
NTERMINAL,"{(1221, 128)}"
NUCLEAR,"{(87, 83), (569, 76)}"
NUCLEATION,"{(40, 62)}"
NUCLEI,"{(567, 135)}"
NUCLEIC,"{(138, 20), (138, 54), (693, 122)}"
NUCLEOSIDE,"{(143, 117)}"
NUCLEOTIDE,"{(435, 133), (259, 176), (208, 125), (259, 71)}"
NUCLEOTIDES,"{(848, 141), (435, 3), (848, 2)}"
NUCLEOTIDESUGARNUCLEOTIDE,"{(53, 82)}"
NUCLEUS,"{(765, 104), (765, 211)}"
NUMBER,"{(55, 57), (1173, 164), (607, 42), (88, 63), (289, 34), (1099, 168), (412, 13), (670, 55), (983, 112), (147, 87), (565, 81), (475, 53), (687, 18), (67, 191), (651, 7), (73, 94), (860, 10), (617, 133), (957, 52), (482, 161), (49, 57), (197, 10), (968, 217), (811, 80), (1195, 45), (73, 69), (607, 21), (1, 156), (334, 119), (631, 125), (968, 192), (722, 124), (130, 14), (124, 92), (301, 106), (482, 56), (615, 125), (995, 83), (706, 121), (743, 85), (1008, 65), (14, 140), (968, 148), (14, 85), (633, 99), (64, 70), (308, 31), (544, 21), (1145, 48), (446, 65), (14, 316), (258, 48), (1181, 50), (778, 147), (7, 130), (333, 316), (216, 69), (1030, 36), (1076, 88), (1195, 60), (428, 13), (968, 134), (95, 145), (6, 207), (369, 128), (811, 134), (1083, 111), (233, 78), (674, 10), (6, 183), (14, 119), (124, 0), (49, 104), (258, 217), (967, 140), (124, 155), (705, 9), (139, 116), (719, 99), (862, 111), (989, 152), (877, 75), (632, 97), (1, 59), (7, 164), (812, 128), (774, 28), (123, 149), (811, 104), (866, 74), (812, 48), (487, 108), (778, 128), (860, 219), (14, 52), (740, 101), (746, 96), (6, 197), (1029, 48), (1, 100), (1121, 195), (1121, 332), (445, 58), (745, 191), (289, 39), (14, 109), (941, 47), (504, 110), (7, 152), (778, 59), (291, 39), (515, 158), (654, 54), (414, 146), (631, 153), (244, 253), (301, 34), (360, 147), (401, 11)}"
NUMBERMATCHED,"{(1185, 69)}"
NUMBERS,"{(867, 91), (986, 112), (678, 145), (983, 183), (1173, 112), (778, 116), (40, 93), (968, 85), (867, 121), (1232, 24), (778, 192), (86, 163), (139, 62), (879, 46), (618, 48), (661, 195), (743, 100), (510, 72), (983, 133), (1065, 93), (154, 59), (6, 166), (634, 74), (983, 169), (41, 47), (83, 50), (654, 33), (778, 233), (713, 88), (661, 169)}"
NUMERICAL,"{(87, 36), (87, 81)}"
NUMEROUS,"{(1092, 17), (453, 142), (1144, 71), (734, 25), (746, 170), (566, 28), (567, 150), (41, 28), (203, 43), (322, 36)}"
NURSE,"{(729, 3), (937, 25), (127, 51), (315, 125), (729, 44), (189, 6)}"
NURSERIES,"{(110, 55), (1051, 68)}"
NURSERY,"{(450, 86)}"
NURSES,"{(1093, 88), (298, 88), (315, 199)}"
NURSETEACHER,"{(938, 3)}"
NURSING,"{(735, 59), (299, 0), (938, 16), (168, 103)}"
NUTR,"{(544, 98)}"
NUTRIENT,"{(89, 54), (1167, 65), (46, 50)}"
NUTRIENTS,"{(1088, 72), (1088, 46), (153, 71), (443, 32), (1088, 135)}"
NUTRITION,"{(890, 148), (767, 0), (932, 21), (676, 23), (1115, 144), (89, 9), (89, 105), (1213, 105), (89, 169), (109, 37), (181, 3), (317, 17), (89, 91)}"
NUTRITIONAL,"{(185, 249), (97, 72), (185, 78), (450, 16), (1087, 54), (581, 66), (767, 98), (1080, 24), (220, 63), (413, 76), (728, 60), (752, 82), (30, 79), (767, 107), (185, 175), (1039, 32), (185, 1), (450, 79), (601, 59), (98, 109), (1115, 94), (185, 162), (443, 61), (641, 64), (89, 45), (581, 77), (1037, 76), (450, 8), (883, 24), (450, 130), (185, 73), (103, 98), (1039, 3), (1115, 41), (278, 197), (181, 11), (212, 81), (339, 36), (443, 2), (449, 27), (1039, 94), (767, 59)}"
NUTRITIONALLY,"{(153, 13)}"
NUTRITIONIST,"{(729, 49)}"
NUTRIZYM,"{(49, 7), (49, 37), (49, 89)}"
NW,"{(733, 106)}"
NYHAN,"{(841, 91)}"
O,"{(760, 54), (83, 6), (778, 203), (80, 26), (83, 93), (271, 80), (178, 38), (178, 22), (707, 58), (778, 225), (1086, 89)}"
O2,"{(308, 135), (1222, 48), (1039, 69), (1222, 27), (192, 88)}"
OANTIGENS,"{(178, 179)}"
OATMEAL,"{(34, 114)}"
OBESITY,"{(153, 75), (935, 54)}"
OBJECT,"{(1153, 50)}"
OBJECTIVE,"{(361, 31), (556, 42), (630, 103), (1071, 63), (77, 16), (27, 28), (1168, 67), (189, 99), (486, 115), (224, 107), (225, 146), (532, 316)}"
OBJECTIVES,"{(264, 65)}"
OBLIGATE,"{(892, 38), (645, 17), (307, 22), (106, 38), (744, 157), (102, 28), (530, 210), (1061, 20), (530, 161), (138, 36), (85, 24), (1070, 126), (530, 42), (118, 45), (249, 28), (337, 22), (738, 104), (1054, 56), (951, 104), (1210, 93), (571, 103), (573, 51), (140, 32), (956, 24), (102, 170), (308, 153), (715, 31), (1136, 52), (737, 89), (407, 31), (749, 295), (951, 192), (702, 40), (1056, 74), (639, 39), (69, 75), (749, 136), (573, 23), (308, 55), (619, 14), (230, 32), (971, 42), (1163, 29), (279, 141), (1185, 145), (453, 58), (535, 143), (382, 80), (1185, 111), (391, 31), (530, 232), (1201, 49)}"
OBLIGATION,"{(477, 41)}"
OBLIGATORY,"{(342, 165), (121, 145), (750, 38), (236, 131), (968, 43)}"
OBLITERATION,"{(875, 58)}"
OBOYLE,"{(1091, 159)}"
OBSCURATION,"{(947, 48)}"
OBSCURE,"{(1130, 52), (295, 135), (408, 100), (353, 0), (254, 19), (353, 29), (165, 144), (138, 83), (652, 172), (947, 40), (694, 188)}"
OBSERVATION,"{(103, 27), (1111, 64), (312, 180), (270, 61), (691, 51), (193, 33), (697, 79), (359, 72), (103, 60), (193, 112), (230, 110), (1207, 144), (336, 97), (929, 25), (985, 155), (840, 158), (907, 37), (798, 45), (195, 133), (707, 88), (258, 64), (587, 93), (967, 112), (313, 131), (367, 59), (1162, 52), (101, 46), (291, 36), (746, 168), (832, 24), (172, 97), (715, 52), (809, 44), (1129, 131), (402, 40)}"
OBSERVATIONS,"{(364, 1), (166, 1), (1203, 19), (1148, 25), (505, 19), (798, 211), (1125, 35), (1192, 58), (556, 43), (55, 26), (1044, 56), (162, 76), (955, 307), (1136, 139), (1146, 104), (494, 46), (333, 65), (1234, 94), (436, 1), (325, 155), (566, 10), (208, 61), (493, 35), (493, 102), (925, 122), (884, 63), (612, 144), (954, 140), (337, 86), (521, 17), (549, 33), (1192, 14), (22, 150), (121, 77), (437, 26), (258, 189), (697, 41), (979, 22), (490, 35), (685, 82), (485, 36), (957, 28), (340, 69), (45, 69), (1024, 66), (399, 63), (830, 82), (1075, 81), (1136, 61), (151, 62), (386, 14), (414, 180), (783, 13), (1139, 264), (18, 161), (1232, 74), (1231, 69), (925, 154), (652, 136), (238, 5), (281, 165)}"
OBSERVE,"{(534, 73), (1177, 45), (124, 107), (278, 87)}"
OBSERVED,"{(1072, 48), (567, 162), (116, 61), (445, 90), (967, 77), (426, 31), (548, 84), (716, 141), (263, 217), (1202, 117), (174, 105), (85, 82), (185, 224), (747, 40), (177, 165), (798, 12), (172, 68), (167, 29), (567, 219), (829, 54), (1110, 153), (1210, 121), (740, 180), (985, 21), (1238, 82), (755, 178), (867, 166), (1157, 60), (290, 44), (842, 121), (400, 78), (644, 136), (757, 59), (1071, 145), (971, 122), (163, 150), (571, 63), (19, 105), (950, 111), (521, 123), (481, 50), (336, 68), (571, 90), (137, 225), (371, 108), (126, 142), (466, 89), (1155, 43), (70, 98), (865, 82), (564, 133), (187, 27), (919, 126), (124, 53), (977, 24), (905, 90), (536, 125), (684, 24), (1017, 50), (746, 191), (661, 104), (85, 45), (675, 69), (75, 71), (829, 17), (259, 75), (917, 148), (1200, 134), (104, 308), (349, 157), (70, 111), (367, 108), (532, 111), (145, 144), (865, 159), (107, 224), (1130, 130), (1205, 78), (102, 72), (193, 92), (143, 155), (318, 44), (86, 112), (994, 71), (367, 229), (576, 49), (419, 56), (337, 69), (1051, 123), (1157, 180), (535, 170), (102, 129), (22, 139), (984, 90), (268, 106), (78, 28), (1029, 186), (1172, 104), (1172, 168), (126, 205), (278, 211), (812, 197), (1038, 207), (567, 149), (253, 81), (564, 196), (624, 27), (1175, 84), (166, 52), (383, 93), (109, 9), (15, 84), (520, 107), (52, 66), (278, 30), (867, 16), (246, 108), (323, 74), (1170, 108), (664, 50), (383, 104), (124, 139), (661, 23), (1076, 122), (630, 63), (356, 61), (307, 120), (798, 59), (960, 130), (85, 37), (158, 52), (176, 33), (956, 404), (383, 115), (1071, 125), (622, 89), (1136, 127), (124, 86), (807, 79), (482, 41), (840, 195), (621, 10), (418, 32), (1144, 60), (820, 54), (259, 60), (444, 32), (746, 233), (495, 114), (624, 63), (1205, 91), (424, 81), (524, 49), (159, 119), (519, 117), (1228, 77), (214, 91), (383, 83), (52, 29), (563, 169), (121, 147), (821, 101), (1106, 78), (1143, 161), (567, 233), (61, 123), (115, 39), (841, 88), (174, 21), (1159, 53), (644, 123), (751, 42), (250, 102), (707, 81), (571, 93), (253, 128), (268, 119), (1197, 247), (1205, 175), (936, 8), (1068, 78), (68, 27)}"
OBSERVER,"{(1210, 108)}"
OBSERVERS,"{(1214, 40), (1210, 86), (216, 31)}"
OBSERVING,"{(195, 19)}"
OBSTET,"{(714, 173)}"
OBSTETRIC,"{(559, 193)}"
OBSTETRICIANS,"{(117, 17)}"
OBSTIPATION,"{(518, 39), (518, 28)}"
OBSTRUCT,"{(503, 136), (189, 87)}"
OBSTRUCTED,"{(629, 77), (1046, 125), (882, 17), (801, 47), (969, 149), (522, 233), (886, 156)}"
OBSTRUCTING,"{(224, 16)}"
OBSTRUCTION,"{(314, 232), (821, 57), (443, 56), (798, 177), (301, 118), (297, 50), (1220, 116), (186, 8), (821, 80), (577, 9), (1046, 79), (963, 72), (727, 27), (1003, 147), (787, 50), (909, 12), (1149, 259), (767, 56), (478, 72), (985, 71), (1067, 207), (985, 217), (963, 168), (1067, 127), (649, 84), (434, 16), (309, 58), (659, 70), (772, 2), (186, 42), (331, 76), (330, 53), (1164, 126), (775, 55), (387, 13), (139, 210), (1046, 97), (300, 109), (990, 83), (732, 68), (499, 28), (985, 178), (359, 115), (963, 138), (649, 36), (900, 45), (909, 2), (985, 189), (505, 183), (1067, 87), (1046, 55), (798, 228), (796, 20), (1039, 98), (578, 160), (796, 47), (11, 49), (24, 171), (712, 41), (578, 135), (1067, 0), (550, 183), (24, 198), (1226, 54), (1164, 100), (963, 34), (819, 127), (875, 36), (58, 70), (1119, 24), (732, 124), (821, 46), (578, 178), (990, 141), (1039, 6), (359, 201), (17, 28), (95, 48), (834, 21), (297, 82), (963, 187), (963, 13)}"
OBSTRUCTIONS,"{(727, 59), (522, 245)}"
OBSTRUCTIVE,"{(607, 27), (820, 104), (885, 170), (990, 119), (990, 12), (787, 58), (934, 86), (578, 9), (886, 125), (1000, 25), (474, 25), (674, 117), (729, 62), (990, 33), (519, 124), (914, 77), (611, 97), (1039, 114), (763, 17), (1234, 139), (690, 127), (387, 1), (1188, 35), (1194, 106), (607, 7), (307, 353), (139, 244), (1192, 99), (990, 1), (510, 108), (606, 27), (990, 59), (990, 114), (1003, 22), (830, 24), (875, 50), (559, 49), (870, 69), (690, 1), (32, 16), (1192, 83), (388, 5), (990, 107), (1003, 314)}"
OBTAIN,"{(87, 100), (37, 38), (1224, 50), (125, 157), (811, 161), (595, 108)}"
OBTAINED,"{(33, 91), (1120, 170), (459, 89), (172, 157), (196, 5), (479, 67), (744, 148), (536, 128), (51, 25), (1034, 112), (496, 49), (525, 9), (978, 70), (1090, 168), (1204, 98), (951, 156), (265, 33), (462, 71), (1063, 13), (829, 29), (138, 32), (1136, 101), (714, 57), (8, 41), (591, 105), (514, 29), (293, 42), (471, 67), (818, 77), (675, 28), (515, 48), (884, 104), (568, 39), (497, 52), (892, 279), (742, 322), (102, 68), (256, 80), (963, 95), (541, 51), (172, 47), (172, 56), (284, 26), (306, 230), (927, 77), (33, 35), (156, 32), (1070, 141), (173, 112), (257, 47), (755, 13), (597, 6), (388, 76), (751, 18), (186, 44), (357, 33), (600, 59), (112, 49), (675, 190), (691, 67), (107, 7), (675, 144), (667, 30), (953, 118), (797, 72), (790, 75), (640, 97), (785, 73), (1136, 84), (807, 82), (622, 55), (1204, 120), (37, 112), (1228, 41), (155, 61), (451, 38), (520, 144), (563, 179), (520, 34), (760, 43), (232, 24), (154, 7), (91, 33), (265, 39), (462, 187), (228, 29), (706, 47), (579, 70), (206, 35), (283, 38), (563, 117), (528, 95), (927, 106), (144, 32), (1010, 76), (1006, 33), (740, 35), (1045, 79), (952, 16), (466, 12), (604, 19), (349, 122), (1167, 105), (453, 51), (658, 72), (967, 98), (1170, 85), (84, 62), (1086, 183), (1143, 95), (563, 194), (887, 83), (1010, 53), (471, 4), (1051, 42), (1035, 75), (616, 132), (536, 23), (851, 35), (1170, 96), (222, 19), (308, 144), (892, 143), (584, 36), (70, 71), (850, 36), (1229, 29), (280, 39), (553, 133), (843, 70), (535, 137), (1062, 138), (1237, 45), (716, 166), (541, 70), (138, 46)}"
OBTAINING,"{(543, 53), (43, 220)}"
OBVIOUS,"{(90, 91), (300, 129), (879, 168), (515, 165), (111, 126), (77, 110), (838, 57), (304, 186), (534, 109), (1207, 33), (719, 12)}"
OBVIOUSLY,"{(985, 100), (733, 34), (197, 133)}"
OCCASIONAL,"{(914, 123), (326, 153), (322, 174)}"
OCCASIONALLY,"{(864, 74), (693, 35), (46, 52), (276, 65), (559, 80), (1090, 67), (1194, 112), (929, 41), (266, 122), (706, 95), (582, 34), (97, 18), (308, 88)}"
OCCASIONS,"{(61, 132), (632, 36), (825, 16), (610, 81), (741, 54), (389, 63), (227, 28), (811, 170), (46, 86), (546, 50)}"
OCCLUSION,"{(982, 120), (982, 161), (455, 18)}"
OCCULT,"{(378, 73), (475, 115), (475, 0)}"
OCCUPATIONAL,"{(1020, 101)}"
OCCUR,"{(331, 68), (947, 50), (481, 61), (1043, 185), (860, 210), (1175, 60), (965, 40), (672, 16), (1043, 27), (947, 74), (37, 54), (446, 109), (423, 19), (676, 330), (997, 53), (1170, 191), (571, 106), (88, 74), (614, 83), (510, 35), (791, 51), (416, 92), (363, 34), (836, 86), (779, 98), (773, 88), (807, 114), (985, 78), (103, 92), (654, 30), (423, 103), (1087, 58), (798, 105), (1095, 13), (295, 140), (1105, 48), (58, 172)}"
OCCURANCE,"{(286, 104)}"
OCCURENCE,"{(778, 57)}"
OCCURING,"{(868, 145)}"
OCCURRED,"{(661, 117), (1098, 61), (1117, 83), (678, 93), (773, 44), (188, 159), (608, 117), (1206, 258), (9, 23), (678, 120), (806, 13), (532, 167), (806, 22), (689, 175), (323, 44), (804, 21), (61, 139), (193, 105), (703, 94), (1049, 75), (953, 40), (1023, 38), (890, 207), (804, 112), (964, 104), (1017, 18), (1216, 102), (1112, 66), (314, 184), (1195, 27), (1197, 232), (250, 41), (579, 42), (385, 15), (422, 92), (879, 41), (904, 34), (86, 54), (250, 65)}"
OCCURRENCE,"{(984, 11), (346, 136), (69, 86), (1, 6), (842, 140), (898, 23), (676, 1), (790, 47), (858, 69), (342, 107), (986, 32), (694, 55), (320, 61), (7, 19), (7, 138), (260, 77), (1114, 31), (9, 1), (7, 34), (330, 181), (1210, 157), (863, 0), (69, 45), (96, 38), (552, 22), (798, 75), (178, 28), (179, 33), (179, 219), (6, 28), (346, 94), (346, 33), (588, 27), (649, 46), (1049, 126), (1079, 36), (527, 181), (88, 12), (7, 115), (179, 17), (1114, 63), (989, 26)}"
OCCURRING,"{(276, 117), (392, 20), (276, 98), (125, 45), (9, 59), (743, 24), (953, 86), (984, 34), (541, 175), (176, 71), (176, 22), (258, 265), (649, 37), (416, 49), (541, 165), (78, 17), (816, 104), (1044, 66), (88, 18), (488, 34), (776, 10)}"
OCCURS,"{(139, 84), (643, 87), (481, 110), (582, 22), (202, 54), (333, 114), (468, 49), (901, 92), (814, 94), (314, 268), (133, 104), (898, 35), (719, 161), (1121, 122), (98, 106), (1039, 120), (1173, 236), (811, 66), (322, 55), (596, 148), (363, 13), (475, 44), (713, 144), (103, 141), (163, 165), (1205, 136), (692, 14), (201, 170), (601, 15), (713, 21)}"
OCTACALCIUM,"{(520, 160)}"
ODC,"{(743, 151), (743, 28), (743, 170)}"
ODDS,"{(1040, 33), (984, 31)}"
ODONTOGENESIS,"{(75, 109)}"
ODOR,"{(1191, 79)}"
ODORANTS,"{(324, 142), (324, 159)}"
OEP,"{(917, 62), (917, 22), (917, 44), (917, 8), (917, 85)}"
OESOPHAGEAL,"{(333, 256)}"
